skills_required,Skill_level,interests,interest_Levels,Career,assessment_score
Educational Leadership,beginner,Educational Policy,0.9,School Superintendent,0.70
School District Management,intermediate,District Improvement,0.5,School Superintendent,0.80
School District Management,intermediate,District Improvement,0.7,School Superintendent,0.90
School District Management,intermediate,District Improvement,0.9,School Superintendent,0.50
Policy Implementation,advanced,Educational Leadership,0.5,School Superintendent,0.60
Policy Implementation,advanced,Educational Leadership,0.7,School Superintendent,0.70
Policy Implementation,advanced,Educational Leadership,0.9,School Superintendent,0.80
Educational Consulting,beginner,Education Innovation,0.5,Educational Consultant,0.50
Educational Consulting,beginner,Education Innovation,0.7,Educational Consultant,0.60
Educational Consulting,beginner,Education Innovation,0.9,Educational Consultant,0.70
Curriculum Development,intermediate,Educational Solutions,0.5,Educational Consultant,0.80
Curriculum Development,intermediate,Educational Solutions,0.7,Educational Consultant,0.90
Curriculum Development,intermediate,Educational Solutions,0.9,Educational Consultant,0.50
Educational Strategy,advanced,Curriculum Design,0.5,Educational Consultant,0.60
Educational Strategy,advanced,Curriculum Design,0.7,Educational Consultant,0.70
Educational Strategy,advanced,Curriculum Design,0.9,Educational Consultant,0.80
Curriculum Design,beginner,Educational Content Creation,0.5,Curriculum Developer,0.50
Curriculum Design,beginner,Educational Content Creation,0.7,Curriculum Developer,0.60
Curriculum Design,beginner,Educational Content Creation,0.9,Curriculum Developer,0.70
Educational Content Development,intermediate,Curriculum Innovation,0.5,Curriculum Developer,0.80
Educational Content Development,intermediate,Curriculum Innovation,0.7,Curriculum Developer,0.90
Educational Content Development,intermediate,Curriculum Innovation,0.9,Curriculum Developer,0.50
Assessment,advanced,Educational Materials,0.5,Curriculum Developer,0.60
Assessment,advanced,Educational Materials,0.7,Curriculum Developer,0.70
Assessment,advanced,Educational Materials,0.9,Curriculum Developer,0.80
Educational Research,beginner,Education Research,0.5,Education Researcher,0.50
Educational Research,beginner,Education Research,0.7,Education Researcher,0.60
Educational Research,beginner,Education Research,0.9,Education Researcher,0.70
 Analysis,intermediate, Analysis,0.5,Education Researcher,0.80
 Analysis,intermediate, Analysis,0.7,Education Researcher,0.90
 Analysis,intermediate, Analysis,0.9,Education Researcher,0.50
Research Methods,advanced,Educational Policy,0.5,Education Researcher,0.60
Research Methods,advanced,Educational Policy,0.7,Education Researcher,0.70
Research Methods,advanced,Educational Policy,0.9,Education Researcher,0.80
Physical Therapy,beginner,Physical Health,0.5,Physical Therapist Assistant,0.50
Physical Therapy,beginner,Physical Health,0.7,Physical Therapist Assistant,0.60
Physical Therapy,beginner,Physical Health,0.9,Physical Therapist Assistant,0.70
Patient Care,intermediate,Rehabilitation,0.5,Physical Therapist Assistant,0.80
Patient Care,intermediate,Rehabilitation,0.7,Physical Therapist Assistant,0.90
Patient Care,intermediate,Rehabilitation,0.9,Physical Therapist Assistant,0.50
Rehabilitation Techniques,advanced,Patient Well-being,0.5,Physical Therapist Assistant,0.60
Rehabilitation Techniques,advanced,Patient Well-being,0.7,Physical Therapist Assistant,0.70
Rehabilitation Techniques,advanced,Patient Well-being,0.9,Physical Therapist Assistant,0.80
Occupational Therapy,beginner,Occupational Health,0.5,Occupational Therapy Assistant,0.50
Occupational Therapy,beginner,Occupational Health,0.7,Occupational Therapy Assistant,0.60
Occupational Therapy,beginner,Occupational Health,0.9,Occupational Therapy Assistant,0.70
Patient Assessment,intermediate,Patient Independence,0.5,Occupational Therapy Assistant,0.80
Patient Assessment,intermediate,Patient Independence,0.7,Occupational Therapy Assistant,0.90
Patient Assessment,intermediate,Patient Independence,0.9,Occupational Therapy Assistant,0.50
Rehabilitation,advanced,Therapeutic Activities,0.5,Occupational Therapy Assistant,0.60
Rehabilitation,advanced,Therapeutic Activities,0.7,Occupational Therapy Assistant,0.70
Rehabilitation,advanced,Therapeutic Activities,0.9,Occupational Therapy Assistant,0.80
Radiology,beginner,Medical Imaging,0.5,Radiologic Technologist,0.50
Radiology,beginner,Medical Imaging,0.7,Radiologic Technologist,0.60
Radiology,beginner,Medical Imaging,0.9,Radiologic Technologist,0.70
Imaging Techniques,intermediate,Diagnostic Procedures,0.5,Radiologic Technologist,0.80
Imaging Techniques,intermediate,Diagnostic Procedures,0.7,Radiologic Technologist,0.90
Imaging Techniques,intermediate,Diagnostic Procedures,0.9,Radiologic Technologist,0.50
Patient Care,advanced,Patient Safety,0.5,Radiologic Technologist,0.60
Patient Care,advanced,Patient Safety,0.7,Radiologic Technologist,0.70
Patient Care,advanced,Patient Safety,0.9,Radiologic Technologist,0.80
Speech-Language Pathology,beginner,Communication Improvement,0.5,Speech-Language Pathology Assistant,0.50
Speech-Language Pathology,beginner,Communication Improvement,0.7,Speech-Language Pathology Assistant,0.60
Speech-Language Pathology,beginner,Communication Improvement,0.9,Speech-Language Pathology Assistant,0.70
Communication Disorders,intermediate,Speech Therapy,0.5,Speech-Language Pathology Assistant,0.80
Communication Disorders,intermediate,Speech Therapy,0.7,Speech-Language Pathology Assistant,0.90
Communication Disorders,intermediate,Speech Therapy,0.9,Speech-Language Pathology Assistant,0.50
Patient Support,advanced,Patient Progress,0.5,Speech-Language Pathology Assistant,0.60
Patient Support,advanced,Patient Progress,0.7,Speech-Language Pathology Assistant,0.70
Patient Support,advanced,Patient Progress,0.9,Speech-Language Pathology Assistant,0.80
Respiratory Therapy,beginner,Respiratory Health,0.5,Respiratory Therapist,0.50
Respiratory Therapy,beginner,Respiratory Health,0.7,Respiratory Therapist,0.60
Respiratory Therapy,beginner,Respiratory Health,0.9,Respiratory Therapist,0.70
Patient Assessment,intermediate,Breathing Disorders,0.5,Respiratory Therapist,0.80
Patient Assessment,intermediate,Breathing Disorders,0.7,Respiratory Therapist,0.90
Patient Assessment,intermediate,Breathing Disorders,0.9,Respiratory Therapist,0.50
Ventilation Support,advanced,Patient Care,0.5,Respiratory Therapist,0.60
Ventilation Support,advanced,Patient Care,0.7,Respiratory Therapist,0.70
Ventilation Support,advanced,Patient Care,0.9,Respiratory Therapist,0.80
Surgical Technology,beginner,Surgical Procedures,0.5,Surgical Technologist,0.50
Surgical Technology,beginner,Surgical Procedures,0.7,Surgical Technologist,0.60
Surgical Technology,beginner,Surgical Procedures,0.9,Surgical Technologist,0.70
Operating Room Procedures,intermediate,Operating Room Support,0.5,Surgical Technologist,0.80
Operating Room Procedures,intermediate,Operating Room Support,0.7,Surgical Technologist,0.90
Operating Room Procedures,intermediate,Operating Room Support,0.9,Surgical Technologist,0.50
Sterilization,advanced,Sterile Techniques,0.5,Surgical Technologist,0.60
Sterilization,advanced,Sterile Techniques,0.7,Surgical Technologist,0.70
Sterilization,advanced,Sterile Techniques,0.9,Surgical Technologist,0.80
Stock Trading,beginner,Financial Markets,0.5,Stockbroker,0.50
Stock Trading,beginner,Financial Markets,0.7,Stockbroker,0.60
Stock Trading,beginner,Financial Markets,0.9,Stockbroker,0.70
Investment Knowledge,intermediate,Stock Trading,0.5,Stockbroker,0.80
Investment Knowledge,intermediate,Stock Trading,0.7,Stockbroker,0.90
Investment Knowledge,intermediate,Stock Trading,0.9,Stockbroker,0.50
Client Communication,advanced,Investment Strategies,0.5,Stockbroker,0.60
Client Communication,advanced,Investment Strategies,0.7,Stockbroker,0.70
Client Communication,advanced,Investment Strategies,0.9,Stockbroker,0.80
Financial Planning,beginner,Financial Strategy,0.5,Financial Planner,0.50
Financial Planning,beginner,Financial Strategy,0.7,Financial Planner,0.60
Financial Planning,beginner,Financial Strategy,0.9,Financial Planner,0.70
Investment Advice,intermediate,Wealth Management,0.5,Financial Planner,0.80
Investment Advice,intermediate,Wealth Management,0.7,Financial Planner,0.90
Investment Advice,intermediate,Wealth Management,0.9,Financial Planner,0.50
Retirement Planning,advanced,Client Financial Goals,0.5,Financial Planner,0.60
Retirement Planning,advanced,Client Financial Goals,0.7,Financial Planner,0.70
Retirement Planning,advanced,Client Financial Goals,0.9,Financial Planner,0.80
Investment Banking,beginner,Corporate Finance,0.5,Investment Banker,0.50
Investment Banking,beginner,Corporate Finance,0.7,Investment Banker,0.60
Investment Banking,beginner,Corporate Finance,0.9,Investment Banker,0.70
Financial Analysis,intermediate,Capital Markets,0.5,Investment Banker,0.80
Financial Analysis,intermediate,Capital Markets,0.7,Investment Banker,0.90
Financial Analysis,intermediate,Capital Markets,0.9,Investment Banker,0.50
Mergers and Acquisitions,advanced,Deal Structuring,0.5,Investment Banker,0.60
Mergers and Acquisitions,advanced,Deal Structuring,0.7,Investment Banker,0.70
Mergers and Acquisitions,advanced,Deal Structuring,0.9,Investment Banker,0.80
Taxation,beginner,Tax Strategies,0.5,Tax Consultant,0.50
Taxation,beginner,Tax Strategies,0.7,Tax Consultant,0.60
Taxation,beginner,Tax Strategies,0.9,Tax Consultant,0.70
Tax Planning,intermediate,Compliance,0.5,Tax Consultant,0.80
Tax Planning,intermediate,Compliance,0.7,Tax Consultant,0.90
Tax Planning,intermediate,Compliance,0.9,Tax Consultant,0.50
Tax Law Knowledge,advanced,Tax Efficiency,0.5,Tax Consultant,0.60
Tax Law Knowledge,advanced,Tax Efficiency,0.7,Tax Consultant,0.70
Tax Law Knowledge,advanced,Tax Efficiency,0.9,Tax Consultant,0.80
Investment Management,beginner,Asset Management,0.5,Portfolio Manager,0.50
Investment Management,beginner,Asset Management,0.7,Portfolio Manager,0.60
Investment Management,beginner,Asset Management,0.9,Portfolio Manager,0.70
Asset Allocation,intermediate,Investment Strategies,0.5,Portfolio Manager,0.80
Asset Allocation,intermediate,Investment Strategies,0.7,Portfolio Manager,0.90
Asset Allocation,intermediate,Investment Strategies,0.9,Portfolio Manager,0.50
Risk Assessment,advanced,Portfolio Optimization,0.5,Portfolio Manager,0.60
Risk Assessment,advanced,Portfolio Optimization,0.7,Portfolio Manager,0.70
Risk Assessment,advanced,Portfolio Optimization,0.9,Portfolio Manager,0.80
Credit Analysis,beginner,Credit Risk,0.5,Credit Analyst,0.50
Credit Analysis,beginner,Credit Risk,0.7,Credit Analyst,0.60
Credit Analysis,beginner,Credit Risk,0.9,Credit Analyst,0.70
Risk Assessment,intermediate,Financial Analysis,0.5,Credit Analyst,0.80
Risk Assessment,intermediate,Financial Analysis,0.7,Credit Analyst,0.90
Risk Assessment,intermediate,Financial Analysis,0.9,Credit Analyst,0.50
Financial Statement Analysis,advanced,Lending Decisions,0.5,Credit Analyst,0.60
Financial Statement Analysis,advanced,Lending Decisions,0.7,Credit Analyst,0.70
Financial Statement Analysis,advanced,Lending Decisions,0.9,Credit Analyst,0.80
Sculpting Techniques,beginner,Sculpture,0.5,Sculptor,0.50
Sculpting Techniques,beginner,Sculpture,0.7,Sculptor,0.60
Sculpting Techniques,beginner,Sculpture,0.9,Sculptor,0.70
Artistic Vision,intermediate,Artistic Expression,0.5,Sculptor,0.80
Artistic Vision,intermediate,Artistic Expression,0.7,Sculptor,0.90
Artistic Vision,intermediate,Artistic Expression,0.9,Sculptor,0.50
Material Expertise,advanced,Three-Dimensional Art,0.5,Sculptor,0.60
Material Expertise,advanced,Three-Dimensional Art,0.7,Sculptor,0.70
Material Expertise,advanced,Three-Dimensional Art,0.9,Sculptor,0.80
Illustration,beginner,Visual Storytelling,0.5,Illustrator,0.50
Illustration,beginner,Visual Storytelling,0.7,Illustrator,0.60
Illustration,beginner,Visual Storytelling,0.9,Illustrator,0.70
Drawing,intermediate,Artistic Creativity,0.5,Illustrator,0.80
Drawing,intermediate,Artistic Creativity,0.7,Illustrator,0.90
Drawing,intermediate,Artistic Creativity,0.9,Illustrator,0.50
Digital Art,advanced,Graphic Design,0.5,Illustrator,0.60
Digital Art,advanced,Graphic Design,0.7,Illustrator,0.70
Digital Art,advanced,Graphic Design,0.9,Illustrator,0.80
Art History Knowledge,beginner,Art Appreciation,0.5,Art Curator,0.50
Art History Knowledge,beginner,Art Appreciation,0.7,Art Curator,0.60
Art History Knowledge,beginner,Art Appreciation,0.9,Art Curator,0.70
Exhibition Curation,intermediate,Curating Exhibitions,0.5,Art Curator,0.80
Exhibition Curation,intermediate,Curating Exhibitions,0.7,Art Curator,0.90
Exhibition Curation,intermediate,Curating Exhibitions,0.9,Art Curator,0.50
Art Management,advanced,Artistic Expression,0.5,Art Curator,0.60
Art Management,advanced,Artistic Expression,0.7,Art Curator,0.70
Art Management,advanced,Artistic Expression,0.9,Art Curator,0.80
Game Art Design,beginner,Game Development,0.5,Game Artist,0.50
Game Art Design,beginner,Game Development,0.7,Game Artist,0.60
Game Art Design,beginner,Game Development,0.9,Game Artist,0.70
Digital Art,intermediate,Visual Design,0.5,Game Artist,0.80
Digital Art,intermediate,Visual Design,0.7,Game Artist,0.90
Digital Art,intermediate,Visual Design,0.9,Game Artist,0.50
2D/3D Animation,advanced,Interactive Media,0.5,Game Artist,0.60
2D/3D Animation,advanced,Interactive Media,0.7,Game Artist,0.70
2D/3D Animation,advanced,Interactive Media,0.9,Game Artist,0.80
Ceramic Art,beginner,Clay Sculpting,0.5,Ceramic Artist,0.50
Ceramic Art,beginner,Clay Sculpting,0.7,Ceramic Artist,0.60
Ceramic Art,beginner,Clay Sculpting,0.9,Ceramic Artist,0.70
Pottery,intermediate,Pottery,0.5,Ceramic Artist,0.80
Pottery,intermediate,Pottery,0.7,Ceramic Artist,0.90
Pottery,intermediate,Pottery,0.9,Ceramic Artist,0.50
Kiln Firing,advanced,Ceramic Artistry,0.5,Ceramic Artist,0.60
Kiln Firing,advanced,Ceramic Artistry,0.7,Ceramic Artist,0.70
Kiln Firing,advanced,Ceramic Artistry,0.9,Ceramic Artist,0.80
Public Relations,beginner,Reputation Management,0.5,Public Relations Specialist,0.50
Public Relations,beginner,Reputation Management,0.7,Public Relations Specialist,0.60
Public Relations,beginner,Reputation Management,0.9,Public Relations Specialist,0.70
Communication,intermediate,Communication Strategies,0.5,Public Relations Specialist,0.80
Communication,intermediate,Communication Strategies,0.7,Public Relations Specialist,0.90
Communication,intermediate,Communication Strategies,0.9,Public Relations Specialist,0.50
Media Relations,advanced,Public Image,0.5,Public Relations Specialist,0.60
Media Relations,advanced,Public Image,0.7,Public Relations Specialist,0.70
Media Relations,advanced,Public Image,0.9,Public Relations Specialist,0.80
Social Media Management,beginner,Social Media Trends,0.5,Social Media Manager,0.50
Social Media Management,beginner,Social Media Trends,0.7,Social Media Manager,0.60
Social Media Management,beginner,Social Media Trends,0.9,Social Media Manager,0.70
Content Creation,intermediate,Content Strategy,0.5,Social Media Manager,0.80
Content Creation,intermediate,Content Strategy,0.7,Social Media Manager,0.90
Content Creation,intermediate,Content Strategy,0.9,Social Media Manager,0.50
Engagement,advanced,Community Building,0.5,Social Media Manager,0.60
Engagement,advanced,Community Building,0.7,Social Media Manager,0.70
Engagement,advanced,Community Building,0.9,Social Media Manager,0.80
Copywriting,beginner,Persuasive Writing,0.5,Advertising Copywriter,0.50
Copywriting,beginner,Persuasive Writing,0.7,Advertising Copywriter,0.60
